OrderDate;Country;LineTotal;ProductName;ProductNumber;Class;Size
2011-05-31;CA;40.373;Sport-100 Helmet;HL-U509;L;-
2011-05-31;CA;80.746;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;CA;20.1865;Sport-100 Helmet;HL-U509;L;-
2011-05-31;CA;6119.982;Mountain-100 Silver;BK-M82S-38;H;38
2011-05-31;CA;6074.982;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;CA;2039.994;Mountain-100 Silver;BK-M82S-42;H;42
2011-05-31;CA;4049.988;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;CA;2039.994;Mountain-100 Silver;BK-M82S-42;H;42
2011-05-31;CA;2516.7534;Road-650 Red;BK-R50R-44;L;44
2011-05-31;CA;183.9382;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;CA;874.794;Road-450 Red;BK-R68R-44;M;44
2011-05-31;CA;3499.176;Road-450 Red;BK-R68R-44;M;44
2011-05-31;CA;838.9178;Road-650 Black;BK-R50B-44;L;44
2011-05-31;CA;367.8764;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;CA;4079.988;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;CA;4049.988;Mountain-100 Black;BK-M82B-44;H;44
2011-05-31;CA;2097.2945;Road-650 Red;BK-R50R-44;L;44
2011-05-31;CA;356.898;ML Road Frame - Red;FR-R72R-48;M;48
2011-05-31;CA;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-05-31;CA;2039.994;Mountain-100 Silver;BK-M82S-48;H;48
2011-05-31;CA;6998.352;Road-450 Red;BK-R68R-52;M;52
2011-05-31;CA;874.794;Road-450 Red;BK-R68R-52;M;52
2011-05-31;CA;2624.382;Road-450 Red;BK-R68R-52;M;52
2011-05-31;CA;419.4589;Road-650 Red;BK-R50R-52;L;52
2011-05-31;CA;838.9178;Road-650 Red;BK-R50R-52;L;52
2011-05-31;CA;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-05-31;CA;874.794;Road-450 Red;BK-R68R-58;M;58
2011-05-31;CA;874.794;Road-450 Red;BK-R68R-58;M;58
2011-05-31;CA;6998.352;Road-450 Red;BK-R68R-58;M;58
2011-05-31;CA;838.9178;Road-650 Black;BK-R50B-58;L;58
2011-05-31;CA;1258.3767;Road-650 Black;BK-R50B-58;L;58
2011-05-31;CA;838.9178;Road-650 Black;BK-R50B-58;L;58
2011-05-31;CA;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-05-31;CA;1677.8356;Road-650 Red;BK-R50R-60;L;60
2011-05-31;CA;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;CA;2936.2123;Road-650 Red;BK-R50R-60;L;60
2011-05-31;CA;1258.3767;Road-650 Black;BK-R50B-60;L;60
2011-05-31;CA;419.4589;Road-650 Red;BK-R50R-60;L;60
2011-05-31;CA;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;CA;1677.8356;Road-650 Black;BK-R50B-60;L;60
2011-05-31;CA;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-05-31;CA;1749.588;Road-450 Red;BK-R68R-60;M;60
2011-05-31;CA;1749.588;Road-450 Red;BK-R68R-60;M;60
2011-05-31;CA;367.8764;LL Road Frame - Red;FR-R38R-62;L;62
2011-05-31;CA;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-05-31;CA;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-05-31;CA;367.8764;LL Road Frame - Red;FR-R38R-62;L;62
2011-05-31;CA;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;CA;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;CA;115.3616;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-05-31;CA;34.2;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;CA;11.4;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;CA;86.5212;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;CA;10.373;AWC Logo Cap;CA-1098;L;
2011-05-31;DE;60.5595;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;DE;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;DE;80.746;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;DE;20.1865;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;DE;40.373;Sport-100 Helmet;HL-U509;L;-
2011-05-31;DE;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;DE;40.373;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;DE;40.373;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;DE;6074.982;Mountain-100 Black;BK-M82B-38;H;38
2011-05-31;DE;1429.4086;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-05-31;DE;6074.982;Mountain-100 Black;BK-M82B-38;H;38
2011-05-31;DE;2024.994;Mountain-100 Black;BK-M82B-38;H;38
2011-05-31;DE;2024.994;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;DE;367.8764;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;DE;2039.994;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;DE;3775.1301;Road-650 Red;BK-R50R-44;L;44
2011-05-31;DE;2624.382;Road-450 Red;BK-R68R-44;M;44
2011-05-31;DE;874.794;Road-450 Red;BK-R68R-44;M;44
2011-05-31;DE;838.9178;Road-650 Black;BK-R50B-44;L;44
2011-05-31;DE;4079.988;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;DE;183.9382;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;DE;6074.982;Mountain-100 Black;BK-M82B-44;H;44
2011-05-31;DE;4079.988;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;DE;1445.1898;HL Mountain Frame - Silver;FR-M94S-46;H;46
2011-05-31;DE;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-05-31;DE;356.898;ML Road Frame - Red;FR-R72R-48;M;48
2011-05-31;DE;12149.964;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;DE;838.9178;Road-650 Red;BK-R50R-48;L;48
2011-05-31;DE;2024.994;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;DE;10124.97;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;DE;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-05-31;DE;1749.588;Road-450 Red;BK-R68R-52;M;52
2011-05-31;DE;2624.382;Road-450 Red;BK-R68R-52;M;52
2011-05-31;DE;178.5808;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;DE;838.9178;Road-650 Red;BK-R50R-52;L;52
2011-05-31;DE;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;DE;419.4589;Road-650 Black;BK-R50B-52;L;52
2011-05-31;DE;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-05-31;DE;1258.3767;Road-650 Red;BK-R50R-52;L;52
2011-05-31;DE;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;DE;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;DE;419.4589;Road-650 Black;BK-R50B-52;L;52
2011-05-31;DE;4293.924;Road-150 Red;BK-R93R-56;H;56
2011-05-31;DE;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-05-31;DE;4293.924;Road-150 Red;BK-R93R-56;H;56
2011-05-31;DE;2516.7534;Road-650 Black;BK-R50B-58;L;58
2011-05-31;DE;1749.588;Road-450 Red;BK-R68R-58;M;58
2011-05-31;DE;874.794;Road-450 Red;BK-R68R-58;M;58
2011-05-31;DE;2097.2945;Road-650 Black;BK-R50B-58;L;58
2011-05-31;DE;535.7424;LL Road Frame - Black;FR-R38B-58;L;58
2011-05-31;DE;535.7424;LL Road Frame - Black;FR-R38B-58;L;58
2011-05-31;DE;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;DE;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-05-31;DE;1258.3767;Road-650 Red;BK-R50R-60;L;60
2011-05-31;DE;419.4589;Road-650 Black;BK-R50B-60;L;60
2011-05-31;DE;419.4589;Road-650 Black;BK-R50B-60;L;60
2011-05-31;DE;2936.2123;Road-650 Red;BK-R50R-60;L;60
2011-05-31;DE;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;DE;86.5212;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;DE;28.8404;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;DE;5.7;Mountain Bike Socks;SO-B909-L;L;L
2011-05-31;DE;86.5212;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-05-31;DE;86.5212;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;DE;10.373;AWC Logo Cap;CA-1098;L;
2011-05-31;DE;25.9325;AWC Logo Cap;CA-1098;L;
2011-05-31;DE;15.5595;AWC Logo Cap;CA-1098;L;
2011-05-31;FR;40.373;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;FR;60.5595;Sport-100 Helmet;HL-U509;L;-
2011-05-31;FR;40.373;Sport-100 Helmet;HL-U509;L;-
2011-05-31;FR;80.746;Sport-100 Helmet;HL-U509;L;-
2011-05-31;FR;100.9325;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;FR;40.373;Sport-100 Helmet;HL-U509;L;-
2011-05-31;FR;6119.982;Mountain-100 Silver;BK-M82S-38;H;38
2011-05-31;FR;8099.976;Mountain-100 Black;BK-M82B-38;H;38
2011-05-31;FR;714.7043;HL Mountain Frame - Black;FR-M94B-42;H;42
2011-05-31;FR;2039.994;Mountain-100 Silver;BK-M82S-42;H;42
2011-05-31;FR;2039.994;Mountain-100 Silver;BK-M82S-42;H;42
2011-05-31;FR;8099.976;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;FR;838.9178;Road-650 Black;BK-R50B-44;L;44
2011-05-31;FR;874.794;Road-450 Red;BK-R68R-44;M;44
2011-05-31;FR;874.794;Road-450 Red;BK-R68R-44;M;44
2011-05-31;FR;4049.988;Mountain-100 Black;BK-M82B-44;H;44
2011-05-31;FR;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-05-31;FR;2039.994;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;FR;3399.99;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;FR;367.8764;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;FR;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-05-31;FR;2516.7534;Road-650 Red;BK-R50R-48;L;48
2011-05-31;FR;367.8764;LL Road Frame - Red;FR-R38R-48;L;48
2011-05-31;FR;1427.592;ML Road Frame - Red;FR-R72R-48;M;48
2011-05-31;FR;713.796;ML Road Frame - Red;FR-R72R-48;M;48
2011-05-31;FR;356.898;ML Road Frame - Red;FR-R72R-48;M;48
2011-05-31;FR;2024.994;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;FR;2039.994;Mountain-100 Silver;BK-M82S-48;H;48
2011-05-31;FR;4049.988;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;FR;1258.3767;Road-650 Red;BK-R50R-48;L;48
2011-05-31;FR;2024.994;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;FR;356.898;ML Road Frame - Red;FR-R72R-52;M;52
2011-05-31;FR;1258.3767;Road-650 Red;BK-R50R-52;L;52
2011-05-31;FR;1749.588;Road-450 Red;BK-R68R-52;M;52
2011-05-31;FR;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-05-31;FR;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;FR;419.4589;Road-650 Red;BK-R50R-52;L;52
2011-05-31;FR;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;FR;874.794;Road-450 Red;BK-R68R-52;M;52
2011-05-31;FR;419.4589;Road-650 Black;BK-R50B-52;L;52
2011-05-31;FR;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-05-31;FR;874.794;Road-450 Red;BK-R68R-58;M;58
2011-05-31;FR;1749.588;Road-450 Red;BK-R68R-58;M;58
2011-05-31;FR;419.4589;Road-650 Black;BK-R50B-58;L;58
2011-05-31;FR;1258.3767;Road-650 Black;BK-R50B-58;L;58
2011-05-31;FR;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;FR;419.4589;Road-650 Red;BK-R50R-60;L;60
2011-05-31;FR;2936.2123;Road-650 Red;BK-R50R-60;L;60
2011-05-31;FR;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;FR;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;FR;2624.382;Road-450 Red;BK-R68R-60;M;60
2011-05-31;FR;874.794;Road-450 Red;BK-R68R-60;M;60
2011-05-31;FR;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-05-31;FR;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-05-31;FR;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;FR;173.0424;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;FR;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;FR;288.404;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;FR;34.2;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;FR;22.8;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;FR;34.2;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;FR;20.746;AWC Logo Cap;CA-1098;L;
2011-05-31;FR;5.1865;AWC Logo Cap;CA-1098;L;
2011-05-31;FR;15.5595;AWC Logo Cap;CA-1098;L;
2011-05-31;FR;10.373;AWC Logo Cap;CA-1098;L;
2011-05-31;FR;10.373;AWC Logo Cap;CA-1098;L;
2011-05-31;GB;20.1865;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;GB;1445.1898;HL Mountain Frame - Silver;FR-M94S-38;H;38
2011-05-31;GB;4049.988;Mountain-100 Black;BK-M82B-38;H;38
2011-05-31;GB;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-05-31;GB;12149.964;Mountain-100 Black;BK-M82B-44;H;44
2011-05-31;GB;1677.8356;Road-650 Red;BK-R50R-44;L;44
2011-05-31;GB;1258.3767;Road-650 Red;BK-R50R-44;L;44
2011-05-31;GB;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-05-31;GB;838.9178;Road-650 Red;BK-R50R-44;L;44
2011-05-31;GB;2039.994;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;GB;183.9382;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;GB;722.5949;HL Mountain Frame - Silver;FR-M94S-46;H;46
2011-05-31;GB;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-05-31;GB;419.4589;Road-650 Red;BK-R50R-48;L;48
2011-05-31;GB;1258.3767;Road-650 Red;BK-R50R-48;L;48
2011-05-31;GB;4049.988;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;GB;2024.994;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;GB;183.9382;LL Road Frame - Red;FR-R38R-48;L;48
2011-05-31;GB;2097.2945;Road-650 Black;BK-R50B-52;L;52
2011-05-31;GB;5248.764;Road-450 Red;BK-R68R-52;M;52
2011-05-31;GB;1070.694;ML Road Frame - Red;FR-R72R-52;M;52
2011-05-31;GB;874.794;Road-450 Red;BK-R68R-52;M;52
2011-05-31;GB;5248.764;Road-450 Red;BK-R68R-52;M;52
2011-05-31;GB;1749.588;Road-450 Red;BK-R68R-52;M;52
2011-05-31;GB;2624.382;Road-450 Red;BK-R68R-52;M;52
2011-05-31;GB;178.5808;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;GB;1258.3767;Road-650 Black;BK-R50B-52;L;52
2011-05-31;GB;2097.2945;Road-650 Black;BK-R50B-52;L;52
2011-05-31;GB;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-05-31;GB;838.9178;Road-650 Black;BK-R50B-52;L;52
2011-05-31;GB;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-05-31;GB;4293.924;Road-150 Red;BK-R93R-56;H;56
2011-05-31;GB;2146.962;Road-150 Red;BK-R93R-56;H;56
2011-05-31;GB;1749.588;Road-450 Red;BK-R68R-58;M;58
2011-05-31;GB;3499.176;Road-450 Red;BK-R68R-58;M;58
2011-05-31;GB;1258.3767;Road-650 Black;BK-R50B-58;L;58
2011-05-31;GB;838.9178;Road-650 Red;BK-R50R-60;L;60
2011-05-31;GB;183.9382;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;GB;838.9178;Road-650 Black;BK-R50B-60;L;60
2011-05-31;GB;1749.588;Road-450 Red;BK-R68R-60;M;60
2011-05-31;GB;1258.3767;Road-650 Red;BK-R50R-62;L;62
2011-05-31;GB;1103.6292;LL Road Frame - Red;FR-R38R-62;L;62
2011-05-31;GB;173.0424;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;GB;17.1;Mountain Bike Socks;SO-B909-L;L;L
2011-05-31;GB;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;GB;34.2;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;GB;28.8404;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-05-31;GB;115.3616;Long-Sleeve Logo Jersey;LJ-0192-M;L;M
2011-05-31;GB;115.3616;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;GB;28.8404;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;GB;57.6808;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;GB;10.373;AWC Logo Cap;CA-1098;L;
2011-05-31;GB;31.119;AWC Logo Cap;CA-1098;L;
2011-05-31;US;40.373;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;US;60.5595;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;US;40.373;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;US;60.5595;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;US;20.1865;Sport-100 Helmet;HL-U509;L;-
2011-05-31;US;80.746;Sport-100 Helmet;HL-U509-R;L;-
2011-05-31;US;20.1865;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;US;40.373;Sport-100 Helmet;HL-U509-B;L;-
2011-05-31;US;2039.994;Mountain-100 Silver;BK-M82S-38;H;38
2011-05-31;US;714.7043;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-05-31;US;6119.982;Mountain-100 Silver;BK-M82S-38;H;38
2011-05-31;US;714.7043;HL Mountain Frame - Black;FR-M94B-38;H;38
2011-05-31;US;8099.976;Mountain-100 Black;BK-M82B-38;H;38
2011-05-31;US;2024.994;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;US;4049.988;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;US;4049.988;Mountain-100 Black;BK-M82B-42;H;42
2011-05-31;US;419.4589;Road-650 Red;BK-R50R-44;L;44
2011-05-31;US;551.8146;LL Road Frame - Red;FR-R38R-44;L;44
2011-05-31;US;838.9178;Road-650 Black;BK-R50B-44;L;44
2011-05-31;US;10124.97;Mountain-100 Black;BK-M82B-44;H;44
2011-05-31;US;419.4589;Road-650 Black;BK-R50B-44;L;44
2011-05-31;US;838.9178;Road-650 Black;BK-R50B-44;L;44
2011-05-31;US;874.794;Road-450 Red;BK-R68R-44;M;44
2011-05-31;US;3399.99;Mountain-100 Silver;BK-M82S-44;H;44
2011-05-31;US;1258.3767;Road-650 Red;BK-R50R-44;L;44
2011-05-31;US;551.8146;LL Road Frame - Red;FR-R38R-48;L;48
2011-05-31;US;1637.4;HL Mountain Frame - Silver;FR-M94S-52;H;48
2011-05-31;US;2024.994;Mountain-100 Black;BK-M82B-48;H;48
2011-05-31;US;551.8146;LL Road Frame - Red;FR-R38R-48;L;48
2011-05-31;US;2039.994;Mountain-100 Silver;BK-M82S-48;H;48
2011-05-31;US;4079.988;Mountain-100 Silver;BK-M82S-48;H;48
2011-05-31;US;2624.382;Road-450 Red;BK-R68R-52;M;52
2011-05-31;US;419.4589;Road-650 Black;BK-R50B-52;L;52
2011-05-31;US;535.7424;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;US;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;US;357.1616;LL Road Frame - Black;FR-R38B-52;L;52
2011-05-31;US;4293.924;Road-150 Red;BK-R93R-56;H;56
2011-05-31;US;874.794;Road-450 Red;BK-R68R-58;M;58
2011-05-31;US;3499.176;Road-450 Red;BK-R68R-58;M;58
2011-05-31;US;178.5808;LL Road Frame - Black;FR-R38B-58;L;58
2011-05-31;US;1258.3767;Road-650 Black;BK-R50B-58;L;58
2011-05-31;US;838.9178;Road-650 Black;BK-R50B-58;L;58
2011-05-31;US;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;US;1258.3767;Road-650 Red;BK-R50R-60;L;60
2011-05-31;US;367.8764;LL Road Frame - Red;FR-R38R-60;L;60
2011-05-31;US;1258.3767;Road-650 Red;BK-R50R-62;L;62
2011-05-31;US;838.9178;Road-650 Red;BK-R50R-62;L;62
2011-05-31;US;367.8764;LL Road Frame - Red;FR-R38R-62;L;62
2011-05-31;US;1677.8356;Road-650 Red;BK-R50R-62;L;62
2011-05-31;US;367.8764;LL Road Frame - Red;FR-R38R-62;L;62
2011-05-31;US;2146.962;Road-150 Red;BK-R93R-62;H;62
2011-05-31;US;4293.924;Road-150 Red;BK-R93R-62;H;62
2011-05-31;US;699.0982;Road-650 Black;BK-R50B-62;L;62
2011-05-31;US;57.6808;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;US;28.8404;Long-Sleeve Logo Jersey;LJ-0192-L;L;L
2011-05-31;US;11.4;Mountain Bike Socks;SO-B909-M;L;M
2011-05-31;US;28.8404;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;US;28.8404;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;US;28.8404;Long-Sleeve Logo Jersey;LJ-0192-X;L;XL
2011-05-31;US;20.746;AWC Logo Cap;CA-1098;L;
2011-05-31;US;15.5595;AWC Logo Cap;CA-1098;L;
2011-05-31;US;5.1865;AWC Logo Cap;CA-1098;L;
2011-06-01;AU;3399.99;Mountain-100 Silver;BK-M82S-38;H;38
2011-06-01;AU;3374.99;Mountain-100 Black;BK-M82B-48;H;48
2011-06-01;AU;3578.27;Road-150 Red;BK-R93R-62;H;62
2011-06-01;US;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-06-02;AU;3578.27;Road-150 Red;BK-R93R-52;H;52
2011-06-02;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-06-02;GB;699.0982;Road-650 Red;BK-R50R-52;L;52
2011-06-02;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-06-02;US;3578.27;Road-150 Red;BK-R93R-48;H;48
2011-06-03;DE;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-06-03;US;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-06-04;AU;3578.27;Road-150 Red;BK-R93R-44;H;44
2011-06-04;AU;3578.27;Road-150 Red;BK-R93R-56;H;56
2011-06-04;AU;699.0982;Road-650 Black;BK-R50B-62;L;62
